Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Category,Property Type - Self Selected,PIM Link,Year Built,Energy Audit Due Date,Energy Audit Status,2021 ENERGY STAR Score,2021 Site EUI (kBtu/ft2),2021 Source EUI (kBtu/ft2),2021 Percent Better than National Median Site EUI,2021 Weather Normalized Site EUI (kBtu/ft2),2021 Weather Normalized Source EUI (kBtu/ft2),2021 Total GHG Emissions (Metric Tons CO2e),2021 Total GHG Emissions Intensity (kGCO2e/ft2) ,2021 Electricity Use - Grid Purchase (kWh),2021 Natural Gas Use (kBtu), 2021 District Steam Use (kBtu) ,2021 Site Energy Use (kBtu),2020 ENERGY STAR Score,2020 Site EUI (kBtu/ft2),2020 Source EUI (kBtu/ft2),2020 Percent Better than National Median Site EUI,2020 Weather Normalized Site EUI (kBtu/ft2),2020 Weather Normalized Source EUI (kBtu/ft2),2020 Total GHG Emissions (Metric Tons CO2e),2020 Total GHG Emissions Intensity (kGCO2e/ft2) ,2020 Electricity Use - Grid Purchase (kWh),2020 Natural Gas Use (kBtu),2020 District Steam Use (kBtu) ,2020 Site Energy Use (kBtu),2019 ENERGY STAR Score,2019 Site EUI (kBtu/ft2),2019 Source EUI (kBtu/ft2),2019 Percent Better than National Median Site EUI,2019 Weather Normalized Site EUI (kBtu/ft2),2019 Weather Normalized Source EUI (kBtu/ft2),2019 Total GHG Emissions (Metric Tons CO2e),2019 Total GHG Emissions Intensity (kGCO2e/ft2) ,2019 Electricity Use - Grid Purchase (kWh),2019 Natural Gas Use (kBtu),2019 District Steam Use (kBtu) ,2019 Site Energy Use (kBtu),2018 ENERGY STAR Score,2018 Site EUI (kBtu/ft2),2018 Source EUI (kBtu/ft2),2018 Percent Better than National Median Site EUI,2018 Weather Normalized Site EUI (kBtu/ft2),2018 Weather Normalized Source EUI (kBtu/ft2),2018 Total GHG Emissions (Metric Tons CO2e),2018 Total GHG Emissions Intensity (kGCO2e/ft2) ,2018 Electricity Use - Grid Purchase (kWh),2018 Natural Gas Use (kBtu),2018 District Steam Use (kBtu),2018 Site Energy Use (kBtu),2017 ENERGY STAR Score,2017 Site EUI (kBtu/ft2),2017 Source EUI (kBtu/ft2),2017 Percent Better than National Median Site EUI,2017 Weather Normalized Site EUI (kBtu/ft2),2017 Weather Normalized Source EUI (kBtu/ft2),2016 ENERGY STAR Score,2016 Site EUI (kBtu/ft2),2016 Source EUI (kBtu/ft2),2016 Percent Better than National Median Site EUI,2016 Percent Better than National Median Source EUI,2016 Weather Normalized Site EUI (kBtu/ft2),2016 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Percent Better than National Median Site EUI,2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/ft2),2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Percent Better than National Median Site EUI,2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2),2021 Benchmark Status,2021 Reason for Exemption,2020 Benchmark Status,2020 Reason for Exemption,2019 Benchmark Status,2019 Reason for Exemption,2018 Benchmark Status,2018 Reason for Exemption,2017 Benchmark Status,2017 Reason for Exemption,2016 Benchmark Status,2016 Reason for Exemption,2015 Benchmark Status,2015 Reason for Exemption,2014 Benchmark Status,2014 Reason for Exemption,2013 Benchmark Status,2013 Reason for Exemption,2012 Benchmark Status,2012 Reason for Exemption,2011 Benchmark Status,2011 Reason for Exemption
3735/008,282 2nd Street,606 FOLSOM ST,94105,35415,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/008,1900,04/01/2025,,,34.3,96,-17.5,34.3,96,73.5,2.1,355857.7,0,,1214186.7,,37.1,103.8,-10.8,37.1,103.8,87,2.5,384792.6,0,,1312912.5,69,44.9,125.4,-23.9,43.9,122.6,111.9,3.2,464173.4,7225.6,,1590985.4,49,81.2,161.5,6.4,81.4,162.1,179.4,5.1,452242.7,1331823.7,,2874876.1,46,93.1,197.4,3.8,93.1,197.4,50,91.7,187.2,-0.2,-0.2,90.7,184.1,51,92.4,187.8,-1,91.4,184.8,63,92.1,188.7,-13.8,91.4,186.8,91,61.9,141.6,-46.4,62,141.699999999999,93,59.3,134.1,-49.7,60,136,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
3735/009,608 FOLSOM ST,608 FOLSOM ST,94105,12750,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/009,1922,04/01/2025,,67,46.2,94,-21.5,50.2,98.2,33.8,2.6,96988,258588.3,,589511.3,,34.7,70.4,-40.6,34.7,70.4,26.7,2.1,72668.4,193888.6,,441833.1,74,51.4,108,-30.5,55.6,111.5,41.6,3.3,115459.2,261071,,655017.9,75,45.5,101.5,-27.6,45.7,101.8,37.6,2.9,114846,187683.6,,579538.3,74,50.5,126.3,-25,54.9,130.8,74,48,123.2,-25.3,-25.3,48,123.2,71,49.3,131.3,-22,50.6,132.6,76,46.1,119.4,-27.9,51.5,125.1,79,48.5,117.4,-31,49.1,118.1,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year
3735/010,620 Folsom Street,620 FOLSOM ST,94105,46451,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/010,1922,04/01/2021,,,12.5,22.5,-80.7,12.5,22.5,32.8,0.7,72304.5,336250.6,,582953.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,33.7,75,-65.7,33.7,75,81,67.2,143.7,-33.2,-33.2,70.8,147.5,71,74.9,169,,75.7,168.7,72,72.9,166.3,,72.9,166.3,87,59.4,130.8,-40.6,59.6,131,77,69.2,157.199999999999,-29.2,69.8,159.199999999999,,,,,,,2021 - Complied,,2020 - Exempt,Vacancy,2019 - Exempt,Vacancy,2018 - Exempt,Vacancy,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
3735/013,666 FOLSOM ST,666 FOLSOM ST,94105,557617,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/013,0,04/01/2019,,,,,,,,,,,,,,,32,85.3,-49,32.4,85.8,1096.7,2.1,4545253.8,1291084.6,,16799492.3,,,,,,,,,,,,,88,48.4,130.9,-46.9,48.3,130.8,1765,3.4,7039321.3,1377614.5,,25395781.9,96,45.3,137.6,-56.5,45.1,136.6,96,45.4,136.3,-56.7,-56.7,45.3,134.8,96,46.8,135.7,-57,46.8,134.9,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Complied,,2019 - Violation - Insufficient Data,,2018 - Complied,,Complied,,Complied,,Complied,,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction
3735/015,690 FOLSOM ST,690 FOLSOM ST,94105,26080,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/015,1926,04/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,93.6,-36.8,29.8,93.6,,16.8,52.6,-64.5,-64.5,16.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,Complied,,Complied,,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Violation - Did Not Report,
3735/040,661 Howard Street,661 HOWARD ST,94105,18000,Commercial,Restaurant,https://sfplanninggis.org/PIM/?tab=Property&search=3735/040,1972,04/01/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2,413.5,-27.9,278.7,413,281.6,15.6,369024.9,3730745.1,,4989858.1,,270.6,399.6,-30.3,269.5,398.9,279.3,15.5,348283.1,3681571.1,,4869913.1,,268.1,399.5,-30.4,271.7,401.9,,274.3,409.2,-28.7,-28.7,281.1,414.6,,,,,,,,,,,,,,275.3,422.4,-2.2,275.8,422.8,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
3735/041,Crown Point Press,657 HOWARD ST,94105,29280,Commercial,Other,https://sfplanninggis.org/PIM/?tab=Property&search=3735/041,1922,04/01/2025,,,63.9,119.4,33.7,63.9,119.4,105.9,3.6,256341.2,996641.7,,1871278.1,,71.8,126.5,41.7,71.8,126.5,123,4.2,250345.5,1249425.7,,2103604.5,,136.6,241,170,138.8,242.1,240.7,8.2,478761.8,2365006.4,,3998542,,139,247.9,,139,247.9,245.7,8.4,499866.1,2364690.9,,4070234.3,,105.7,228.5,,105.7,228.5,,82.3,186.2,,,86,190.2,,81.5,182.9,,84.2,185.7,,79.4,178.7,,84.6,184.2,4,86.5,189.8,112.3,86.8,189.8,,200.4,448.2,326.3,201.5,452,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,
3735/046,55 Hawthorne,55 HAWTHORNE ST,94105,236109,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/046,1970,04/01/2026,,100,25.2,51.1,-74.9,25.2,51.1,199.5,1.4,572203.8,1530590,,3482949.6,,31.1,61.7,-72.3,35.2,66,258.6,1.9,671978.7,2006674.1,,4299465.7,99,45.4,94.3,-67.2,47.7,96.8,397.2,2.9,1080500,2588950.7,,6275617,97,52.2,107.6,-60,51.6,107,455.7,3.3,1222404.2,3047978.3,,7218822,100,43.7,108.4,-65.6,45.6,110.4,99,49.1,120.8,-61.3,-61.3,51.9,123.7,97,55.5,128.4,-55,57.6,130.6,,,,,,,,,,,,,91,76.3,178.3,-44.6,74.3,176.3,83,83.5,,-34.3,81.5,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Exempt,,Exempt,,Complied,,Complied,
3735/050,633 HOWARD ST,633 HOWARD ST,94105,16846,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/050,1910,04/01/2024,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,16.3,46.8,-66.5,16.6,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Insufficient Data,,2018 - Exempt,Change in Ownership,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year
3757/113,1219 HARRISON ST,1219 HARRISON ST,94103,71755,Mixed Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=3757/113,2004,,,98,19.8,31.9,-42.4,19.8,32,78.7,1.1,134347.9,959968.1,,1418363,,21.4,34.3,-39.1,21.7,34.6,88,1.2,141889.1,1051806,,1535931.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
3735/055,240 2nd Street,240 2ND ST,94105,37137,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/055,1957,04/01/2024,,89,45.1,67.2,-43.7,48.5,71,49.4,2.5,66280.7,671713.7,,897863.5,,42.2,63.4,-48.8,56.4,79.5,47.5,2.4,63750.2,623130.1,,840645.7,90,43.4,69,-44.4,48.4,74.3,49.5,2.5,77848,599535.4,,865152.8,88,42.1,68.2,-37.4,41.1,67,49.2,2.5,79901,565510,,838132.1,98,39.8,69.8,-56.1,45.6,76.3,98,38.8,68.3,-56,-56,47.9,77.8,98,41,71.9,-55,44.3,75.4,98,36.1,68,-56.4,44.9,78.1,97,45,78.3,-51.2,45.6,78.8,97,46,78.3,-51.8,46.9,80.9,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,
3735/059,201 Third Street,201 THIRD ST,94105,356538,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/059,1983,04/01/2024,Upcoming,92,32,70.1,-55.4,32,70.1,642.4,1.9,2119954.6,3852127,,11085412.9,,24.9,66.8,-61.6,25.1,67,564.1,1.6,2358542.7,576212.9,,8623561.4,87,42.1,113.7,-47.1,42.1,113.7,956.1,2.8,4033363.8,823829,,14585668.1,87,38.5,105,-46,38.5,105,962.9,2.7,3876885.8,585767.1,,13813703.2,93,38,114.8,-51,38.1,114.9,92,44.1,135.7,-49.1,-49.1,44.2,135.8,89,43.8,136.3,-44,43.9,136.3,85,53.7,166.5,-37.7999999999999,54,166.8,80,59.9,186.7,-32.5,59.8,186.6,82,57.8,190.7,-34.6,57.7,190.6,80,60.8,,-31.9,60.6,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
3735/062,Hawthorne Plaza - 75 Hawthorne,75 HAWTHORNE ST,94105,408667,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/062,1987,04/01/2027,Upcoming,94,32.7,68,-57.2,33.2,68.5,671.7,1.9,2013230.1,4819510.9,,11688652.9,,36.2,81.5,-52.8,38.1,83.5,804.8,2.3,2604465.2,4060687.8,,12947123.9,94,40.1,88.6,-57.8,42,90.5,926.2,2.6,2781897.5,4849373.9,,14341209.2,93,36.5,86.1,-55.8,36.2,85.7,861.4,2.4,2858640.3,3283051.8,,13036733.6,98,36.2,95,-62.9,36.2,95,97,40.6,103.9,-58.7,-58.7,40.6,103.9,96,41.1,111.1,-57,41.8,111.9,97,36.8,105.9,-58.7,,,98,35.7999999999999,97.2,-59.9,35.9,97.3,97,35.7999999999999,97.5,-59.4,35.2,96.8,97,41.7,,-56.6,40.9,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
3735/063,222 Second Street,222 Second Street,94105,486162,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3735/063,2016,04/01/2021,Did Not Comply,88,40.9,96.4,-48.2,41.5,97,1098.4,2.4,4095641.7,4758015.5,,18732346.5,,38.8,97.1,-16.5,40.6,99,1136.9,2.5,4322546.4,2997022.7,,17745552.8,90,46.2,120.9,-51.4,46.2,119.7,1450.8,3.2,5549959.9,2200238.3,,21136703.7,90,43,112.2,-49.3,42.9,112,1349.3,2.9,5137024,2158060,,19685588.1,87,47.6,122.9,-46.5,48.3,123.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Exempt,New Construction,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,
3735/065,246 02ND ST,246 2ND ST,94105,135151,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=3735/065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
3735A/001,645 HOWARD ST,645 HOWARD ST,94105,213099,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=3735A/001,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
3736/006,SoFi Headquarters,246 1ST ST,94105,93122,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/006,1900,04/01/2020,Complied,,32.4,74.7,-35.8,32.4,74.7,176.3,1.9,634199.9,853649,,3017539.5,,26.6,64.5,-44.6,,,166.5,1.7,602455.2,,,2624216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,68.2,166.1,-10.4,68.2,166.1,65,54.5,156.5,-16.3999999999999,54.5,156.6,66,50.6,,-17.5,49.8,,2021 - Complied,,2020 - Complied,,2019 - Violation - Insufficient Data,,2018 - Violation - Did Not Report,,Exempt,Vacancy,Exempt,Vacancy,Exempt,Vacancy,Exempt,Change in Ownership,Complied,,Complied,,Complied,
3736/025,JAM Properties,572 FOLSOM ST,94105,15460,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/025,1912,04/01/2027,,100,9.6,26.9,-81.6,9.6,26.9,9,0.6,43599.9,,,148763,,8.2,23,-84.7,8.2,23,8.4,0.5,37246.5,,,127085.1,97,17.9,50.2,-66.8,17.9,50.2,19.5,1.3,81210.2,,,277089.2,86,27.8,77.8,-45.9,27.9,78.1,30.3,2,125878.6,,,429497.7,,,,,,,98,19,58.3,-64.8,-64.8,19,58.3,98,20.3,61.6,-63,20.2,61,96,21.7,65.5,-56.3,21.7,65.5,98,19.1,57.9,-62.5,19.1,57.9,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
3736/029,311qr-San Francisco Downtown Courtyard,299 SECOND STREET,94105,274550,Commercial,Hotel,https://sfplanninggis.org/PIM/?tab=Property&search=3736/029,1900,04/01/2019,,,,,,,,,,,,,,,,,,,,,,,,,,87,64.1,114.4,-32.4,64.1,114.4,1062.5,3.9,2166846.6,10199399.5,,17592681,85,66.6,119.4,-29.9,66.3,119.1,1105.3,4,2273980.8,10520100.2,,18278923.8,72,70.8,137.5,-19.8,72.1,138.9,64,74.9,145.7,-13,-13,76.8,147.8,,73.7,147.4,,74.7,148.5,,68.7,140,-13.6,69.5,138.6,84,54.9,112,-30,54.8,111.3,38,63.9,134.5,10.6,64.5,136.199999999999,80,63.9,,-27.1,63,,2021 - Violation - Did Not Report,,2020 - Violation - Insufficient Data,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
3736/086,Descalso Howard St Family L.P.,555 HOWARD ST,94105,24885,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/086,1911,04/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,13.2,32.5,-66.2,,,93,32.4,96.3,-49.7,-49.7,32.4,96.3,,,,,,,97,25,72.5,-60.4,25,72.5,99,21.4,56.2,-70,21.5,56.3,,,,,,,,,,,,,2021 - Exempt,Vacancy,2020 - Exempt,Vacancy,2019 - Violation - Insufficient Data,,2018 - Violation - Insufficient Data,,Complied,,Complied,,Exempt,Change in Ownership,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
3736/095,217 Second Street,217 2ND ST,94105,22687,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/095,1912,04/01/2024,Upcoming,95,24,49.2,-62.5,24.8,50,31.3,1.4,91204.7,233949.2,,545139.7,,26.3,54.3,-60,28.8,57,36.3,1.6,101307.9,251775,,597437.5,,30.6,67,-50.7,31.5,67.9,42.8,1.9,132489.5,241448.4,,693502.6,81,34.2,78.7,-34.8,34.3,78.8,50.9,2.2,162532.7,222241.6,,776803.3,76,44.6,115.6,-28,45.7,116.8,74,46.1,117.3,-25.4,-25.4,46.1,117.3,73,44.1,120.8,-25,43.8,118.7,63,48.3,136,-13.9,49.8,137.6,77,43.5,114.8,-29.3,43.6,114.9,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
3736/096,215 Second Street,205 2ND ST,94105,15500,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/096,1906,04/01/2024,Upcoming,99,12.6,32.2,-74.4,13.2,33.5,11.7,0.8,49092.1,28547.4,,196049.6,,15.1,36.3,-72.1,16.5,37.9,13.8,0.9,53228.6,52005.6,,233621.5,,,,,,,,,,,,,87,27.5,64.3,-44.1,27.2,64,28.1,1.8,91890.9,112653.5,,426185.3,30,60.5,183.2,23.7,60.9,183.6,25,63.7,190.8,32,32,64.4,191.6,28,62.3,188.2,27,62.6,188.6,25,62.3,190.2,31,62.9,190.8,33,59.5,179.1,19.7,59.4,178.9,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Violation - Did Not Report,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,
3736/098,589 HOWARD ST,589 HOWARD ST,94105,15600,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/098,1907,04/01/2024,,,9,16.2,-86.1,9.5,16.7,7.9,0.5,17672.8,79622.4,,139922,,8.7,20.6,-82.3,8.7,20.6,8,0.5,29787,34719,,136352.4,,14.4,33.1,-73.8,15.3,33.4,13.1,0.8,46943,64386.3,,224555.9,99,13.6,30.6,-76.3,13.9,30.9,13.8,0.9,42550,67193.7,,212374.3,100,3.9,4.6,-97.1,5,5.8,100,3.4,4.2,-97.3,-97.3,4.9,5.8,100,1.9,2.6,-98,2.2,2.9,100,1.9,3.9,-97.5,1.9,3.9,100,5,12.8,-92.1,5,12.8,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year
3736/099,583 HOWARD ST,583 HOWARD ST,94105,34500,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/099,1912,04/01/2024,Upcoming,99,17,36,-73.5,17.5,36.5,33.8,1,104773.3,229330.5,,586817,,16.9,35.8,-74.4,19.4,38.5,35.6,1,104709.5,225073.3,,582342,88,30.1,72.4,-48.4,31.5,73.8,69.1,2,235619.7,234638.7,,1038573.4,94,21.8,54.7,-56.3,21.8,54.7,50.8,1.5,183747.9,124296.1,,751244,94,30.1,83.8,-52.2,29.6,82.1,98,24.5,65.3,-62,-62,23.8,63,98,23.2,63.4,,22.7,61.7,98,22.8,62.2,,22.8,62.2,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,
3736/111,Gordon Development,38 TEHAMA ST,94105,77000,Commercial,Other,https://sfplanninggis.org/PIM/?tab=Property&search=3736/111,0,04/01/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,70.8,,-24,70.8,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,
3736/123,CBS Interactive,235 2ND ST,94105,282148,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/123,2001,04/01/2024,Upcoming,97,26.4,65.9,-67,26.9,66.4,410.5,1.6,1681003.3,1193841.8,,6929425.9,,30.8,78.3,-61.6,32.5,80.1,520.5,2,2024701.8,1177627.8,,8085911.3,86,45.4,110.3,-46,46.6,110.3,797.2,3,2752378.4,2554391.7,,11945507.9,87,41.5,105.1,-44.4,41.4,105.3,739,2.8,2707741.2,1661477.7,,10900291.9,96,40.9,117,-56.2,40.9,115.5,96,40.8,115.4,-56.3,-56.3,42.1,116.8,94,46.6,128.6,-52,47.9,130,93,47.2,133.4,-49.5,49.2,135.6,89,60.1,168.7,-43.1,60.3,168.9,92,59.7,179.9,-46,59.7,181,92,61.4,,-44.8,60.9,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,
3736/124,19 CLEMENTINA ST,19 CLEMENTINA ST,94105,60263,Mixed Residential,,https://sfplanninggis.org/PIM/?tab=Property&search=3736/124,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Violation - Did Not Report,,2020 - Violation - Did Not Report,,2019 - Violation - Did Not Report,,2018 - Violation - Did Not Report,,,,,,,,,,,,,,,
3736/183,Foundry Square lll,505 HOWARD ST,94105,334982,Commercial,Office,https://sfplanninggis.org/PIM/?tab=Property&search=3736/183,2014,04/01/2026,Upcoming,96,28,65.3,-63.7,28.6,66,514.8,1.6,1887969.9,2352969.5,,8794723.7,,34.2,86.5,-55.4,35.9,88.3,690.1,2.2,2660188.1,1665053.2,,10741616.3,88,48.8,116,-49,49.6,116.1,1014,3.2,3404696.7,3684692,,15301518.7,88,49.3,114.7,-46.4,49,114.4,1016.8,3.2,3309845.3,4167175.7,,15460369.2,94,46.8,123.2,-51.2,46.8,123.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Complied,,2018 - Complied,,Complied,,Exempt,New Construction,Exempt,New Construction,Exempt,New Construction,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,
3736/191,33 TEHAMA ST,33 TEHAMA ST,94105,277350,Residential,Multifamily Housing,https://sfplanninggis.org/PIM/?tab=Property&search=3736/191,2018,,,,60.1,97.3,-3.8,60.1,97.3,925.6,3.3,1587313,11254865.9,,16670778.5,,67.5,117.3,11.3,66.6,114.7,1098.1,3.9,2168961,11437916.2,,18838412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 - Complied,,2020 - Complied,,2019 - Violation - Insufficient Data,,2018 - Exempt,New Construction,,,,,,,,,,,,,,
